entry,at,order
"Turn: J♣, 4♦, 7♦ [Q♠]",2024-07-31T07:53:14.002Z,172241239400200
"""MIKE @ 6p-FLFyf4K"" checks",2024-07-31T07:53:13.110Z,172241239311000
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T07:53:12.193Z,172241239219300
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T07:53:10.751Z,172241239075100
"""Jay @ NvJVXTKmaY"" checks",2024-07-31T07:53:08.735Z,172241238873500
"Flop:  [J♣, 4♦, 7♦]",2024-07-31T07:53:05.385Z,172241238538500
"""MIKE @ 6p-FLFyf4K"" calls 3.00",2024-07-31T07:53:04.547Z,172241238454700
"""budizzleeeee @ nYW0w3Siiw"" calls 3.00",2024-07-31T07:53:02.465Z,172241238246500
"""leafs @ W8l7I4tBkx"" calls 3.00",2024-07-31T07:52:50.212Z,172241237021200
"""Wei @ 9-Okl1QwAD"" folds",2024-07-31T07:52:48.180Z,172241236818000
"""Jay @ NvJVXTKmaY"" raises to 3.00",2024-07-31T07:52:31.519Z,172241235151900
"""MIKE @ 6p-FLFyf4K"" calls 0.50",2024-07-31T07:52:29.116Z,172241234911600
"""budizzleeeee @ nYW0w3Siiw"" calls 0.50",2024-07-31T07:52:28.181Z,172241234818100
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T07:52:22.144Z,172241234214400
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:52:17.041Z,172241233704100
"""Wei @ 9-Okl1QwAD"" posts a big blind of 0.50",2024-07-31T07:52:05.224Z,172241232522410
"""Jay @ NvJVXTKmaY"" posts a small blind of 0.25",2024-07-31T07:52:05.224Z,172241232522409
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (66.83) | #2 ""budizzleeeee @ nYW0w3Siiw"" (100.00) | #4 ""MIKE @ 6p-FLFyf4K"" (70.23) | #6 ""Jay @ NvJVXTKmaY"" (277.68) | #7 ""Wei @ 9-Okl1QwAD"" (62.88) | #9 ""Andy chen @ 2cBNth9xVi"" (81.50)",2024-07-31T07:52:05.224Z,172241232522402
"-- starting hand #86 (id: fhascesxhlcy)  (Pot Limit Omaha Hi) (dealer: ""MIKE @ 6p-FLFyf4K"") --",2024-07-31T07:52:05.224Z,172241232522401
"The player ""budizzleeeee @ nYW0w3Siiw"" joined the game with a stack of 100.00.",2024-07-31T07:52:05.224Z,172241232522400
"""leafs @ W8l7I4tBkx"" shows a A♠, J♣, 7♠, 5♥.",2024-07-31T07:52:03.002Z,172241232300200
"-- ending hand #85 --",2024-07-31T07:52:01.491Z,172241232149102
"""Jay @ NvJVXTKmaY"" collected 140.00 from pot with Three of a Kind (combination: A♦, A♥, A♣, J♦, 6♥)",2024-07-31T07:52:01.491Z,172241232149101
"""Jay @ NvJVXTKmaY"" shows a 7♦, A♦, A♥, 2♠.",2024-07-31T07:52:01.491Z,172241232149100
"""leafs @ W8l7I4tBkx"" calls 42.00",2024-07-31T07:52:00.668Z,172241232066800
"""Jay @ NvJVXTKmaY"" bets 42.00",2024-07-31T07:51:53.086Z,172241231308600
"River: 5♠, J♦, A♣, 2♣ [6♥]",2024-07-31T07:51:48.955Z,172241230895500
"""leafs @ W8l7I4tBkx"" calls 14.00",2024-07-31T07:51:48.140Z,172241230814000
"""Jay @ NvJVXTKmaY"" bets 14.00",2024-07-31T07:51:46.217Z,172241230621700
"Turn: 5♠, J♦, A♣ [2♣]",2024-07-31T07:51:42.618Z,172241230261800
"""leafs @ W8l7I4tBkx"" calls 10.50",2024-07-31T07:51:41.769Z,172241230176900
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:51:37.769Z,172241229776900
"""Jay @ NvJVXTKmaY"" raises to 10.50",2024-07-31T07:51:36.781Z,172241229678100
"""leafs @ W8l7I4tBkx"" bets 3.50",2024-07-31T07:51:34.371Z,172241229437100
"""Andy chen @ 2cBNth9xVi"" checks",2024-07-31T07:51:31.356Z,172241229135600
"""Jay @ NvJVXTKmaY"" checks",2024-07-31T07:51:21.159Z,172241228115900
"Flop:  [5♠, J♦, A♣]",2024-07-31T07:51:17.690Z,172241227769000
"""leafs @ W8l7I4tBkx"" calls 2.25",2024-07-31T07:51:16.884Z,172241227688400
"""Andy chen @ 2cBNth9xVi"" calls 2.25",2024-07-31T07:51:15.603Z,172241227560300
"""Jay @ NvJVXTKmaY"" raises to 2.25",2024-07-31T07:51:11.336Z,172241227133600
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T07:51:09.296Z,172241226929600
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T07:50:50.922Z,172241225092200
"The admin approved the player ""budizzleeeee @ nYW0w3Siiw"" participation with a stack of 100.00.",2024-07-31T07:50:48.981Z,172241224898100
"""Andy chen @ 2cBNth9xVi"" calls 0.50",2024-07-31T07:50:48.845Z,172241224884500
"The player ""budizzleeeee @ nYW0w3Siiw"" requested a seat.",2024-07-31T07:50:43.517Z,172241224351700
"""Wei @ 9-Okl1QwAD"" folds",2024-07-31T07:50:41.520Z,172241224152000
"""Jay @ NvJVXTKmaY"" posts a big blind of 0.50",2024-07-31T07:50:38.176Z,172241223817609
"""MIKE @ 6p-FLFyf4K"" posts a small blind of 0.25",2024-07-31T07:50:38.176Z,172241223817608
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (135.58) | #4 ""MIKE @ 6p-FLFyf4K"" (70.48) | #6 ""Jay @ NvJVXTKmaY"" (206.43) | #7 ""Wei @ 9-Okl1QwAD"" (62.88) | #9 ""Andy chen @ 2cBNth9xVi"" (83.75)",2024-07-31T07:50:38.176Z,172241223817602
"-- starting hand #85 (id: zgpca0gqdwfp)  (Pot Limit Omaha Hi) (dead button) --",2024-07-31T07:50:38.176Z,172241223817601
"The player ""budizzleeeee @ nYW0w3Siiw"" quits the game with a stack of 0.00.",2024-07-31T07:50:38.176Z,172241223817600
"""Wei @ 9-Okl1QwAD"" shows a A♣, A♦, A♠, K♠.",2024-07-31T07:50:33.056Z,172241223305600
"-- ending hand #84 --",2024-07-31T07:50:32.398Z,172241223239802
"""Jay @ NvJVXTKmaY"" collected 34.12 from pot with Four of a Kind on the second run  (combination: 2♠, 2♥, 2♣, 2♦, 8♦)",2024-07-31T07:50:32.398Z,172241223239801
"""Jay @ NvJVXTKmaY"" collected 34.13 from pot with Three of a Kind (combination: 2♠, 2♥, 2♣, 8♦, 6♣)",2024-07-31T07:50:32.398Z,172241223239800
"River (second run): 6♣, 8♦, 2♣, 4♥ [2♦]",2024-07-31T07:50:28.361Z,172241222836100
"River: 6♣, 8♦, 2♣, 4♥ [5♥]",2024-07-31T07:50:24.353Z,172241222435300
"""Jay @ NvJVXTKmaY"" shows a 2♠, Q♠, 2♥, 4♣.",2024-07-31T07:50:20.259Z,172241222025901
"""budizzleeeee @ nYW0w3Siiw"" shows a Q♣, 5♣, 8♣, 6♦.",2024-07-31T07:50:20.259Z,172241222025900
"All players in hand choose to run it twice.",2024-07-31T07:50:19.434Z,172241221943401
"""budizzleeeee @ nYW0w3Siiw"" chooses to  run it twice.",2024-07-31T07:50:19.434Z,172241221943400
"""Jay @ NvJVXTKmaY"" chooses to  run it twice.",2024-07-31T07:50:18.991Z,172241221899100
"Remaining players decide whether to run it twice.",2024-07-31T07:50:18.178Z,172241221817801
"""Jay @ NvJVXTKmaY"" calls 11.49",2024-07-31T07:50:18.178Z,172241221817800
"""budizzleeeee @ nYW0w3Siiw"" bets 11.49 and go all in",2024-07-31T07:50:17.115Z,172241221711500
"Turn: 6♣, 8♦, 2♣ [4♥]",2024-07-31T07:50:13.133Z,172241221313300
"""Wei @ 9-Okl1QwAD"" folds",2024-07-31T07:50:12.306Z,172241221230600
"""Jay @ NvJVXTKmaY"" calls 17.20",2024-07-31T07:50:11.389Z,172241221138900
"""budizzleeeee @ nYW0w3Siiw"" raises to 17.20",2024-07-31T07:50:06.367Z,172241220636700
"""Wei @ 9-Okl1QwAD"" calls 3.62",2024-07-31T07:50:00.828Z,172241220082800
"""Jay @ NvJVXTKmaY"" bets 3.62",2024-07-31T07:49:57.924Z,172241219792400
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T07:49:55.615Z,172241219561500
"Flop:  [6♣, 8♦, 2♣]",2024-07-31T07:49:51.521Z,172241219152100
"""Jay @ NvJVXTKmaY"" calls 2.25",2024-07-31T07:49:50.662Z,172241219066200
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T07:49:45.771Z,172241218577100
"""budizzleeeee @ nYW0w3Siiw"" calls 2.25",2024-07-31T07:49:42.097Z,172241218209700
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T07:49:39.638Z,172241217963800
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:49:37.431Z,172241217743100
"""Wei @ 9-Okl1QwAD"" raises to 2.25",2024-07-31T07:49:36.013Z,172241217601300
"""Jay @ NvJVXTKmaY"" calls 0.50",2024-07-31T07:49:29.854Z,172241216985400
"""MIKE @ 6p-FLFyf4K"" posts a big blind of 0.50",2024-07-31T07:49:28.472Z,172241216847209
"""budizzleeeee @ nYW0w3Siiw"" posts a small blind of 0.25",2024-07-31T07:49:28.472Z,172241216847208
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (135.58) | #2 ""budizzleeeee @ nYW0w3Siiw"" (30.94) | #4 ""MIKE @ 6p-FLFyf4K"" (70.98) | #6 ""Jay @ NvJVXTKmaY"" (169.12) | #7 ""Wei @ 9-Okl1QwAD"" (68.75) | #9 ""Andy chen @ 2cBNth9xVi"" (83.75)",2024-07-31T07:49:28.472Z,172241216847201
"-- starting hand #84 (id: z0iupqxw8mjk)  (Pot Limit Omaha Hi) (dealer: ""leafs @ W8l7I4tBkx"") --",2024-07-31T07:49:28.472Z,172241216847200
"-- ending hand #83 --",2024-07-31T07:49:23.396Z,172241216339602
"""budizzleeeee @ nYW0w3Siiw"" collected 15.47 from pot with Three of a Kind on the second run  (combination: 5♣, 5♥, 5♠, A♥, 9♣)",2024-07-31T07:49:23.396Z,172241216339601
"""budizzleeeee @ nYW0w3Siiw"" collected 15.47 from pot with One Pair (combination: A♠, A♥, Q♣, 9♣, 6♦)",2024-07-31T07:49:23.396Z,172241216339600
"River (second run): A♥, 4♦, 9♣, 5♠ [7♠]",2024-07-31T07:49:19.378Z,172241215937800
"Turn (second run): A♥, 4♦, 9♣ [5♠]",2024-07-31T07:49:15.375Z,172241215537500
"River: A♥, 4♦, 9♣, 2♣ [6♦]",2024-07-31T07:49:11.369Z,172241215136900
"Turn: A♥, 4♦, 9♣ [2♣]",2024-07-31T07:49:07.366Z,172241214736600
"""Jay @ NvJVXTKmaY"" shows a 2♥, J♥, K♥, Q♠.",2024-07-31T07:49:03.320Z,172241214332001
"""budizzleeeee @ nYW0w3Siiw"" shows a Q♣, 5♣, A♠, 5♥.",2024-07-31T07:49:03.320Z,172241214332000
"All players in hand choose to run it twice.",2024-07-31T07:49:02.491Z,172241214249101
"""budizzleeeee @ nYW0w3Siiw"" chooses to  run it twice.",2024-07-31T07:49:02.491Z,172241214249100
"""Jay @ NvJVXTKmaY"" chooses to  run it twice.",2024-07-31T07:49:01.993Z,172241214199300
"Remaining players decide whether to run it twice.",2024-07-31T07:49:01.312Z,172241214131201
"""Jay @ NvJVXTKmaY"" calls 4.97",2024-07-31T07:49:01.312Z,172241214131200
"""budizzleeeee @ nYW0w3Siiw"" bets 4.97 and go all in",2024-07-31T07:49:00.191Z,172241214019100
"Flop:  [A♥, 4♦, 9♣]",2024-07-31T07:48:57.295Z,172241213729500
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T07:48:56.392Z,172241213639200
"""Wei @ 9-Okl1QwAD"" folds",2024-07-31T07:48:55.451Z,172241213545100
"""Jay @ NvJVXTKmaY"" calls 8.75",2024-07-31T07:48:51.305Z,172241213130500
"""budizzleeeee @ nYW0w3Siiw"" raises to 8.75",2024-07-31T07:48:47.395Z,172241212739500
"""leafs @ W8l7I4tBkx"" calls 1.75",2024-07-31T07:48:44.718Z,172241212471800
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:48:43.687Z,172241212368700
"""Wei @ 9-Okl1QwAD"" calls 1.75",2024-07-31T07:48:37.840Z,172241211784000
"""Jay @ NvJVXTKmaY"" raises to 1.75",2024-07-31T07:48:26.469Z,172241210646900
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T07:48:20.928Z,172241210092800
"""budizzleeeee @ nYW0w3Siiw"" posts a big blind of 0.50",2024-07-31T07:48:19.645Z,172241209964509
"""leafs @ W8l7I4tBkx"" posts a small blind of 0.25",2024-07-31T07:48:19.645Z,172241209964508
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (137.33) | #2 ""budizzleeeee @ nYW0w3Siiw"" (13.72) | #4 ""MIKE @ 6p-FLFyf4K"" (70.98) | #6 ""Jay @ NvJVXTKmaY"" (182.84) | #7 ""Wei @ 9-Okl1QwAD"" (70.50) | #9 ""Andy chen @ 2cBNth9xVi"" (83.75)",2024-07-31T07:48:19.645Z,172241209964501
"-- starting hand #83 (id: 4znvuetrslvp)  (Pot Limit Omaha Hi) (dealer: ""Andy chen @ 2cBNth9xVi"") --",2024-07-31T07:48:19.645Z,172241209964500
"""leafs @ W8l7I4tBkx"" shows a A♦, 2♣, K♠, A♥.",2024-07-31T07:48:14.965Z,172241209496500
"-- ending hand #82 --",2024-07-31T07:48:13.854Z,172241209385402
"""Jay @ NvJVXTKmaY"" collected 91.42 from pot with Flush on the second run  (combination: Q♦, 8♦, 7♦, 5♦, 2♦)",2024-07-31T07:48:13.854Z,172241209385401
"""Jay @ NvJVXTKmaY"" collected 91.42 from pot with Three of a Kind (combination: 7♦, 7♥, 7♠, K♣, 5♦)",2024-07-31T07:48:13.854Z,172241209385400
"River (second run): 7♥, Q♦, 2♦, 7♠ [8♦]",2024-07-31T07:48:09.830Z,172241208983000
"River: 7♥, Q♦, 2♦, 7♠ [K♣]",2024-07-31T07:48:05.810Z,172241208581000
"""Jay @ NvJVXTKmaY"" shows a 4♠, 7♦, 4♦, 5♦.",2024-07-31T07:48:01.725Z,172241208172501
"""budizzleeeee @ nYW0w3Siiw"" shows a 3♠, 5♥, Q♠, J♥.",2024-07-31T07:48:01.725Z,172241208172500
"All players in hand choose to run it twice.",2024-07-31T07:48:00.840Z,172241208084001
"""budizzleeeee @ nYW0w3Siiw"" chooses to  run it twice.",2024-07-31T07:48:00.840Z,172241208084000
"""Jay @ NvJVXTKmaY"" chooses to  run it twice.",2024-07-31T07:47:59.926Z,172241207992600
"Remaining players decide whether to run it twice.",2024-07-31T07:47:59.083Z,172241207908301
"""Jay @ NvJVXTKmaY"" calls 63.92 and go all in",2024-07-31T07:47:59.083Z,172241207908300
"""budizzleeeee @ nYW0w3Siiw"" raises to 63.92",2024-07-31T07:47:55.191Z,172241207519100
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T07:47:39.631Z,172241205963100
"""Jay @ NvJVXTKmaY"" bets 27.50",2024-07-31T07:47:33.644Z,172241205364400
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T07:47:29.467Z,172241204946700
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T07:47:28.087Z,172241204808700
"Turn: 7♥, Q♦, 2♦ [7♠]",2024-07-31T07:47:24.454Z,172241204445400
"""Jay @ NvJVXTKmaY"" calls 11.00",2024-07-31T07:47:23.645Z,172241204364500
"""budizzleeeee @ nYW0w3Siiw"" calls 11.00",2024-07-31T07:47:22.595Z,172241204259500
"""leafs @ W8l7I4tBkx"" bets 11.00",2024-07-31T07:47:20.165Z,172241204016500
"Flop:  [7♥, Q♦, 2♦]",2024-07-31T07:47:12.649Z,172241203264900
"""Jay @ NvJVXTKmaY"" calls 7.25",2024-07-31T07:47:11.830Z,172241203183000
"""budizzleeeee @ nYW0w3Siiw"" calls 7.25",2024-07-31T07:46:53.082Z,172241201308200
"""leafs @ W8l7I4tBkx"" raises to 7.25",2024-07-31T07:46:49.779Z,172241200977900
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:46:47.320Z,172241200732000
"""Wei @ 9-Okl1QwAD"" folds",2024-07-31T07:46:46.254Z,172241200625400
"""Jay @ NvJVXTKmaY"" calls 1.75",2024-07-31T07:46:45.291Z,172241200529100
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T07:46:44.327Z,172241200432700
"""budizzleeeee @ nYW0w3Siiw"" raises to 1.75",2024-07-31T07:46:43.420Z,172241200342000
"""leafs @ W8l7I4tBkx"" posts a big blind of 0.50",2024-07-31T07:46:41.160Z,172241200116010
"""Andy chen @ 2cBNth9xVi"" posts a small blind of 0.25",2024-07-31T07:46:41.160Z,172241200116009
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (155.58) | #2 ""budizzleeeee @ nYW0w3Siiw"" (95.89) | #4 ""MIKE @ 6p-FLFyf4K"" (70.98) | #6 ""Jay @ NvJVXTKmaY"" (82.17) | #7 ""Wei @ 9-Okl1QwAD"" (70.50) | #9 ""Andy chen @ 2cBNth9xVi"" (84.00)",2024-07-31T07:46:41.160Z,172241200116002
"-- starting hand #82 (id: 1sxbm1c112s0)  (Pot Limit Omaha Hi) (dead button) --",2024-07-31T07:46:41.160Z,172241200116001
"The player ""dj @ nZ3ofTG3j9"" stand up with the stack of 39.01.",2024-07-31T07:46:41.160Z,172241200116000
"-- ending hand #81 --",2024-07-31T07:46:35.196Z,172241199519602
"""Jay @ NvJVXTKmaY"" collected 12.75 from pot",2024-07-31T07:46:35.196Z,172241199519601
"Uncalled bet of 6.37 returned to ""Jay @ NvJVXTKmaY""",2024-07-31T07:46:35.196Z,172241199519600
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T07:46:34.380Z,172241199438000
"""Jay @ NvJVXTKmaY"" bets 6.37",2024-07-31T07:46:25.079Z,172241198507900
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T07:46:23.059Z,172241198305900
"Flop:  [5♣, 6♠, A♦]",2024-07-31T07:46:19.186Z,172241197918600
"""leafs @ W8l7I4tBkx"" calls 6.00",2024-07-31T07:46:18.370Z,172241197837000
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:46:16.670Z,172241197667000
"""dj @ nZ3ofTG3j9"" folds",2024-07-31T07:46:15.664Z,172241197566400
"""Wei @ 9-Okl1QwAD"" folds",2024-07-31T07:46:14.839Z,172241197483900
"""Jay @ NvJVXTKmaY"" raises to 6.00",2024-07-31T07:46:13.892Z,172241197389200
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T07:46:11.758Z,172241197175800
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T07:46:10.802Z,172241197080200
"""leafs @ W8l7I4tBkx"" raises to 1.75",2024-07-31T07:46:09.820Z,172241196982000
"""Andy chen @ 2cBNth9xVi"" posts a big blind of 0.50",2024-07-31T07:46:05.844Z,172241196584410
"""dj @ nZ3ofTG3j9"" posts a small blind of 0.25",2024-07-31T07:46:05.844Z,172241196584409
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (161.58) | #2 ""budizzleeeee @ nYW0w3Siiw"" (95.89) | #4 ""MIKE @ 6p-FLFyf4K"" (70.98) | #6 ""Jay @ NvJVXTKmaY"" (75.42) | #7 ""Wei @ 9-Okl1QwAD"" (70.50) | #8 ""dj @ nZ3ofTG3j9"" (39.26) | #9 ""Andy chen @ 2cBNth9xVi"" (84.50)",2024-07-31T07:46:05.844Z,172241196584401
"-- starting hand #81 (id: cn6v16jqwxro)  (Pot Limit Omaha Hi) (dealer: ""Wei @ 9-Okl1QwAD"") --",2024-07-31T07:46:05.844Z,172241196584400
"""Jay @ NvJVXTKmaY"" shows a 8♠, J♠, Q♥, 2♣.",2024-07-31T07:46:03.863Z,172241196386300
"-- ending hand #80 --",2024-07-31T07:46:02.106Z,172241196210602
"""Wei @ 9-Okl1QwAD"" collected 31.50 from pot with Straight (combination: 6♥, 5♠, 4♠, 3♣, 2♦)",2024-07-31T07:46:02.106Z,172241196210601
"""Wei @ 9-Okl1QwAD"" shows a 5♠, Q♣, 4♠, 8♣.",2024-07-31T07:46:02.106Z,172241196210600
"""Jay @ NvJVXTKmaY"" checks",2024-07-31T07:46:01.269Z,172241196126900
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T07:45:57.735Z,172241195773500
"""Wei @ 9-Okl1QwAD"" checks",2024-07-31T07:45:56.811Z,172241195681100
"River: Q♠, 9♣, 3♣, 2♦ [6♥]",2024-07-31T07:45:49.093Z,172241194909300
"""Jay @ NvJVXTKmaY"" calls 5.00",2024-07-31T07:45:48.234Z,172241194823400
"""budizzleeeee @ nYW0w3Siiw"" calls 5.00",2024-07-31T07:45:47.149Z,172241194714900
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T07:45:45.520Z,172241194552000
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:45:37.540Z,172241193754000
"""dj @ nZ3ofTG3j9"" folds",2024-07-31T07:45:33.738Z,172241193373800
"""Wei @ 9-Okl1QwAD"" bets 5.00",2024-07-31T07:45:32.883Z,172241193288300
"Turn: Q♠, 9♣, 3♣ [2♦]",2024-07-31T07:45:29.476Z,172241192947600
"""Jay @ NvJVXTKmaY"" checks",2024-07-31T07:45:28.657Z,172241192865700
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T07:45:26.157Z,172241192615700
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T07:45:24.768Z,172241192476800
"""Andy chen @ 2cBNth9xVi"" checks",2024-07-31T07:45:23.360Z,172241192336000
"""dj @ nZ3ofTG3j9"" checks",2024-07-31T07:45:22.146Z,172241192214600
"""Wei @ 9-Okl1QwAD"" checks",2024-07-31T07:45:19.963Z,172241191996300
"Flop:  [Q♠, 9♣, 3♣]",2024-07-31T07:45:19.150Z,172241191915000
"""leafs @ W8l7I4tBkx"" calls 2.75",2024-07-31T07:45:18.307Z,172241191830700
"""Andy chen @ 2cBNth9xVi"" calls 2.75",2024-07-31T07:45:13.941Z,172241191394100
"""dj @ nZ3ofTG3j9"" calls 2.75",2024-07-31T07:45:11.968Z,172241191196800
"""Wei @ 9-Okl1QwAD"" calls 2.75",2024-07-31T07:45:06.962Z,172241190696200
"""Jay @ NvJVXTKmaY"" calls 2.75",2024-07-31T07:45:05.677Z,172241190567700
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T07:45:04.539Z,172241190453900
"""budizzleeeee @ nYW0w3Siiw"" raises to 2.75",2024-07-31T07:45:03.540Z,172241190354000
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T07:45:00.942Z,172241190094200
"""Andy chen @ 2cBNth9xVi"" calls 0.50",2024-07-31T07:44:56.809Z,172241189680900
"""dj @ nZ3ofTG3j9"" posts a big blind of 0.50",2024-07-31T07:44:54.930Z,172241189493010
"""Wei @ 9-Okl1QwAD"" posts a small blind of 0.25",2024-07-31T07:44:54.930Z,172241189493009
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (164.33) | #2 ""budizzleeeee @ nYW0w3Siiw"" (103.64) | #4 ""MIKE @ 6p-FLFyf4K"" (70.98) | #6 ""Jay @ NvJVXTKmaY"" (83.17) | #7 ""Wei @ 9-Okl1QwAD"" (46.75) | #8 ""dj @ nZ3ofTG3j9"" (42.01) | #9 ""Andy chen @ 2cBNth9xVi"" (87.25)",2024-07-31T07:44:54.930Z,172241189493001
"-- starting hand #80 (id: xgb2ojt5ag2w)  (Pot Limit Omaha Hi) (dealer: ""Jay @ NvJVXTKmaY"") --",2024-07-31T07:44:54.930Z,172241189493000
"-- ending hand #79 --",2024-07-31T07:44:51.920Z,172241189192002
"""Jay @ NvJVXTKmaY"" collected 15.00 from pot with Two Pair (combination: K♦, K♥, Q♥, Q♠, 10♠)",2024-07-31T07:44:51.920Z,172241189192001
"""Jay @ NvJVXTKmaY"" shows a 2♥, 3♦, K♦, Q♥.",2024-07-31T07:44:51.920Z,172241189192000
"""Wei @ 9-Okl1QwAD"" checks",2024-07-31T07:44:51.104Z,172241189110400
"""Jay @ NvJVXTKmaY"" checks",2024-07-31T07:44:47.248Z,172241188724800
"River: K♥, 10♠, 9♥, 6♠ [Q♠]",2024-07-31T07:44:42.428Z,172241188242800
"""Wei @ 9-Okl1QwAD"" calls 4.50",2024-07-31T07:44:41.503Z,172241188150300
"""Jay @ NvJVXTKmaY"" bets 4.50",2024-07-31T07:44:40.037Z,172241188003700
"Turn: K♥, 10♠, 9♥ [6♠]",2024-07-31T07:44:38.233Z,172241187823300
"""Wei @ 9-Okl1QwAD"" calls 1.50",2024-07-31T07:44:37.421Z,172241187742100
"""Jay @ NvJVXTKmaY"" bets 1.50",2024-07-31T07:44:35.936Z,172241187593600
"Flop:  [K♥, 10♠, 9♥]",2024-07-31T07:44:33.668Z,172241187366800
"""Wei @ 9-Okl1QwAD"" calls 1.50",2024-07-31T07:44:32.858Z,172241187285800
"""Jay @ NvJVXTKmaY"" raises to 1.50",2024-07-31T07:44:31.131Z,172241187113100
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T07:44:25.359Z,172241186535900
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T07:44:24.468Z,172241186446800
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T07:44:23.541Z,172241186354100
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T07:44:22.621Z,172241186262100
"""dj @ nZ3ofTG3j9"" folds",2024-07-31T07:44:20.675Z,172241186067500
"""Wei @ 9-Okl1QwAD"" posts a big blind of 0.50",2024-07-31T07:44:19.241Z,172241185924110
"""Jay @ NvJVXTKmaY"" posts a small blind of 0.25",2024-07-31T07:44:19.241Z,172241185924109
"Player stacks: #1 ""leafs @ W8l7I4tBkx"" (164.33) | #2 ""budizzleeeee @ nYW0w3Siiw"" (103.64) | #4 ""MIKE @ 6p-FLFyf4K"" (70.98) | #6 ""Jay @ NvJVXTKmaY"" (75.67) | #7 ""Wei @ 9-Okl1QwAD"" (54.25) | #8 ""dj @ nZ3ofTG3j9"" (42.01) | #9 ""Andy chen @ 2cBNth9xVi"" (87.25)",2024-07-31T07:44:19.241Z,172241185924101
"-- starting hand #79 (id: rvgweh1kdpnm)  (Pot Limit Omaha Hi) (dealer: ""MIKE @ 6p-FLFyf4K"") --",2024-07-31T07:44:19.241Z,172241185924100
"-- ending hand #78 --",2024-07-31T07:44:16.229Z,172241185622902
"""MIKE @ 6p-FLFyf4K"" collected 15.00 from pot with Three of a Kind (combination: 9♦, 9♣, 9♠, K♠, Q♥)",2024-07-31T07:44:16.229Z,172241185622901
"""MIKE @ 6p-FLFyf4K"" shows a 9♦, 9♣, 8♣, K♥.",2024-07-31T07:44:16.229Z,172241185622900
"""budizzleeeee @ nYW0w3Siiw"" calls 0.50",2024-07-31T07:44:15.338Z,172241185533800
"""MIKE @ 6p-FLFyf4K"" bets 0.50",2024-07-31T07:44:13.898Z,172241185389800
"River: K♠, 9♠, Q♥, 5♦ [4♥]",2024-07-31T07:44:12.428Z,172241185242800
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T07:44:11.545Z,172241185154500
"""MIKE @ 6p-FLFyf4K"" checks",2024-07-31T07:44:10.435Z,172241185043500
"Turn: K♠, 9♠, Q♥ [5♦]",2024-07-31T07:44:09.220Z,172241184922000
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T07:44:08.332Z,172241184833200
"""Jay @ NvJVXTKmaY"" folds",2024-07-31T07:44:05.954Z,172241184595400
"""MIKE @ 6p-FLFyf4K"" calls 3.50",2024-07-31T07:44:04.956Z,172241184495600
"""budizzleeeee @ nYW0w3Siiw"" bets 3.50",2024-07-31T07:44:02.705Z,172241184270500
